# Frequency(meV)  DOS(width=0.1~1.0)
  4.5321277538E-02  1.3223193364E-03  6.6115966822E-04  4.4077386866E-04  3.3092630165E-04  2.6987049219E-04  2.4322993041E-04  2.4208498006E-04  2.5658161322E-04  2.7890191438E-04  3.0421304252E-04
  6.0125232425E-02  7.6452127154E-04  5.7652701087E-04  4.1474532079E-04  3.2042047384E-04  2.6918130849E-04  2.5325427429E-04  2.6173351506E-04  2.8322302519E-04  3.0990596761E-04  3.3763170008E-04
  7.4929187313E-02  1.4775740151E-04  3.8226063522E-04  3.4553623573E-04  2.9079508539E-04  2.6160542869E-04  2.6304979896E-04  2.8400516605E-04  3.1329962827E-04  3.4427122731E-04  3.7407293655E-04
  8.9733142200E-02  9.5458666482E-06  1.9271969936E-04  2.5496709216E-04  2.4907748627E-04  2.5138586832E-04  2.7533919612E-04  3.1045082331E-04  3.4760295009E-04  3.8235646017E-04  4.1368569696E-04
  1.0453709709E-01  2.0615217832E-07  7.3878734351E-05  1.6696461920E-04  2.0519789368E-04  2.4437688675E-04  2.9339278209E-04  3.4271577149E-04  3.8687609880E-04  4.2444956259E-04  4.5656630820E-04
  1.1934105198E-01  1.4882193258E-09  2.1535400772E-05  9.8310417113E-05  1.7036605268E-04  2.4737699184E-04  3.2065082988E-04  3.8235207208E-04  4.3172673172E-04  4.7073153983E-04  5.0274714836E-04
  1.3414500686E-01  3.5913058953E-12  4.7837020843E-06  5.6342254627E-05  1.5582651789E-04  2.6723883721E-04  3.6026147108E-04  4.3061358423E-04  4.8254107430E-04  5.2124555203E-04  5.5218977107E-04
  1.4894896175E-01  2.8970005305E-15  9.3178082154E-07  4.3580380811E-05  1.7211076042E-04  3.0985180430E-04  4.1459853450E-04  4.8826017927E-04  5.3940968485E-04  5.7587538555E-04  6.0478405327E-04
  1.6375291664E-01  1.8737463446E-16  1.2492258531E-06  6.5394275392E-05  2.2832572199E-04  3.7911499831E-04  4.8483500513E-04  5.5539901397E-04  6.0207552689E-04  6.3433731440E-04  6.6035457547E-04
  1.7855687152E-01  4.0851278908E-13  7.8500906183E-06  1.3584085080E-04  3.3079772502E-04  4.7605368387E-04  5.7064659598E-04  6.3138770783E-04  6.6991342506E-04  6.9618842186E-04  7.1867490235E-04
  1.9336082641E-01  2.9896566951E-10  4.0778431491E-05  2.7709758644E-04  4.8078835378E-04  5.9826950063E-04  6.7010422465E-04  7.1481722682E-04  7.4194726764E-04  7.6085310733E-04  7.7948974323E-04
  2.0816478130E-01  7.3138059101E-08  1.6126987504E-04  5.0913261729E-04  6.7190219712E-04  7.3991902357E-04  7.7978475389E-04  8.0358233316E-04  8.1690767520E-04  8.2766781137E-04  8.4254418990E-04
  2.2296873619E-01  5.9809750145E-06  4.8496501343E-04  8.3079207198E-04  8.8869711995E-04  8.9234594852E-04  8.9509075906E-04  8.9503635988E-04  8.9332870024E-04  8.9594210478E-04  9.0761842366E-04
  2.3777269107E-01  1.6349594732E-04  1.1089071314E-03  1.2021690676E-03  1.1081796330E-03  1.0453347912E-03  1.0107306976E-03  9.8621678715E-04  9.6967792238E-04  9.6503238407E-04  9.7456553520E-04
  2.5257664596E-01  1.4939925870E-03  1.9280284713E-03  1.5447841608E-03  1.3048672498E-03  1.1887446343E-03  1.1212812213E-03  1.0741203687E-03  1.0445104979E-03  1.0344226930E-03  1.0433494926E-03
  2.6738060085E-01  4.5634819797E-03  2.5492460365E-03  1.7702783914E-03  1.4581715812E-03  1.3141055580E-03  1.2217429525E-03  1.1560024073E-03  1.1166346685E-03  1.1038058353E-03  1.1140799035E-03
  2.8218455574E-01  4.6596219674E-03  2.5653762126E-03  1.8278034994E-03  1.5590307584E-03  1.4157171280E-03  1.3080143164E-03  1.2296742626E-03  1.1852741764E-03  1.1731571277E-03  1.1870401085E-03
  2.9698851062E-01  1.5904187197E-03  1.9774964033E-03  1.7398836851E-03  1.6123030321E-03  1.4909348257E-03  1.3772415746E-03  1.2937753656E-03  1.2502121021E-03  1.2427929933E-03  1.2627053593E-03
  3.1179246551E-01  1.8146507049E-04  1.2244453069E-03  1.5972177685E-03  1.6330987842E-03  1.5396366639E-03  1.4280456331E-03  1.3479993900E-03  1.3119009070E-03  1.3134071943E-03  1.3417483815E-03
  3.2659642040E-01  7.7491474610E-06  7.9884012587E-04  1.5091793731E-03  1.6383469391E-03  1.5632083576E-03  1.4606613423E-03  1.3932572058E-03  1.3715249387E-03  1.3860788747E-03  1.4250304882E-03
  3.4140037529E-01  3.8403619604E-05  9.4055881218E-04  1.5390498367E-03  1.6377120799E-03  1.5636103118E-03  1.4770379387E-03  1.4317608901E-03  1.4310043697E-03  1.4622486665E-03  1.5135775288E-03
